date,CycleTopSignal>0.85,CycleLowSignal<-0.70,MVRV,SOPR,PuellMultiple,ReserveRisk,ConditionSum
20171118T,7796.15424108708,0,1,0.75,0.5,0.25,0.8774385517675622
20171119T,8018.32068848626,0,1,0.75,0.5,0.25,0.892758732796617
20171120T,8269.87425745178,0,1,0.75,0.5,0.25,0.9061638911970399
20171121T,8091.99808357686,0,1,0.75,0.5,0.25,0.91789340479741
20171122T,8249.59733021625,0,1,0.75,0.5,0.25,0.9281567291977337
20171123T,8071.66982144945,0,1,0.75,0.5,0.25,0.937137138048017
20171124T,8232.42233313851,0,1,0.75,0.5,0.25,0.944994995792015
20171125T,8760.1654421391,0,1,0.75,0.5,0.25,0.9518706213180131
20171126T,9319.90331472823,0,1,0.75,0.5,0.25,0.9578867936532616
20171127T,9730.72857948568,0,1,0.75,0.5,0.25,0.9631509444466039
20171128T,9932.19418001169,0,1,0.75,0.5,0.25,0.9677570763907785
20171129T,9800.02755172414,0,1,0.75,0.5,0.25,0.9717874418419312
20171130T,9996.71497194623,0,1,0.75,0.5,0.25,0.9753140116116898
20171201T,10808.9583325541,0,1,0.75,0.5,0.25,0.9783997601602287
20171202T,10934.8599856809,0,1,0.75,0.5,0.25,0.9810997901402001
20171203T,11213.9426554646,0,1,0.75,0.5,0.25,0.9834623163726751
20171204T,11562.1285669199,0,1,0.75,0.5,0.25,0.9855295268260907
20171205T,11736.7540672122,0,1,0.75,0.5,0.25,0.9873383359728294
20171206T,13992.1323372297,0,1,0.75,0.5,0.25,0.9889210439762257
20171207T,17032.2933763881,0,1,0.75,0.5,0.25,0.9903059134791975
20171208T,16298.4873386908,0,1,0.75,0.5,0.25,0.9915176742942978
20171209T,15050.0219541204,0,1,0.75,0.5,0.25,0.9925779650075106
20171210T,15474.9995432496,0,1,0.75,0.5,0.25,0.9935057193815718
20171211T,16873.4977849211,0,1,0.75,0.5,0.25,0.9943175044588753
20171212T,17433.9307381648,0,1,0.75,0.5,0.25,0.9950278164015159
20171213T,16515.15257218,0,1,0.75,0.5,0.25,0.9956493393513265
20171214T,16602.8928033314,0,1,0.75,0.5,0.25,0.9961931719324106
20171215T,17702.0021721216,0,1,0.75,0.5,0.25,0.9966690254408593
20171216T,19640.5138834015,0,1,0.75,0.5,0.25,0.997085397260752
20171217T,19250.467650789,0,1,0.75,0.5,0.25,0.997449722603158
20171218T,18982.0250242548,0,1,0.75,0.5,0.25,0.9977685072777632
20171219T,17653.3260894214,0,1,0.75,0.5,0.25,0.9980474438680428
20171220T,16453.6272603741,0,1,0.75,0.5,0.25,0.9982915133845375
20171221T,15633.8336504968,0,1,0.75,0.5,0.25,0.9985050742114703
20171222T,14305.7183436587,0,1,0.75,0.5,0.25,0.9986919399350365
20171223T,14910.8581049094,0,1,0.75,0.5,0.25,0.9988554474431569
20171224T,14026.3468661601,0,1,0.75,0.5,0.25,0.9989985165127623
20171225T,14080.9422600818,0,1,0.75,0.5,0.25,0.999123701948667
20171226T,15727.1454792519,0,1,0.75,0.5,0.25,0.9992332392050836
20171227T,15389.0005739334,0,1,0.75,0.5,0.25,0.9993290843044481
20171228T,14289.4522095266,0,1,0.75,0.5,0.25,0.9994129487663921
20171229T,14571.7460821157,0,1,0.75,0.5,0.25,0.9994863301705931
20171230T,12948.7158828171,0,0,0.75,0.5,0.25,0.9683005388992689
20171231T,13921.4806414378,0,1,0.75,0.5,0.25,0.9722629715368604
20180101T,13464.6536116306,0,1,0.75,0.5,0.25,0.9757301000947528
20180102T,14754.322204851,0,1,0.75,0.5,0.25,0.9787638375829087
20180103T,15010.2861595558,0,1,0.75,0.5,0.25,0.9814183578850452
20180104T,15070.3007986558,0,1,0.75,0.5,0.25,0.9837410631494146
20180105T,16997.2274079486,0,1,0.75,0.5,0.25,0.9857734302557377
20180106T,17103.589279661,0,1,0.75,0.5,0.25,0.9875517514737705
20180107T,16231.6949994155,0,1,0.75,0.5,0.25,0.9891077825395492
20180108T,14937.4150894214,0,1,0.75,0.5,0.25,0.9904693097221056
20180109T,14378.5862174167,0,1,0.75,0.5,0.25,0.9916606460068423
20180110T,14669.0882656341,0,1,0.75,0.5,0.25,0.9927030652559871
20180111T,13186.7549427236,0,0,0.75,0.5,0.25,0.9623651820989887
20180112T,13789.4436639392,0,0,0.75,0.5,0.25,0.9358195343366151
20180113T,14231.2250645821,0,1,0.75,0.5,0.25,0.9438420925445383
20180114T,13681.0654611338,0,0,0.75,0.5,0.25,0.919611830976471
20180115T,13591.6961966686,0,0,0.75,0.5,0.25,0.8984103521044122
20180116T,0,0,0,0.75,0,0.25,0.8486090580913607
20180117T,0,0,0,0.75,0,0.25,0.8050329258299406
20180118T,0,0,0,0.75,0,0.25,0.766903810101198
20180119T,0,0,0,0.75,0,0.25,0.7335408338385483
20180120T,0,0,0,0.75,0.5,0.25,0.7355982296087298
20180121T,0,0,0,0.75,0.5,0.25,0.7373984509076386
20180122T,0,0,0,0,0,0.25,0.6764736445441838
20180123T,0,0,0,0,0,0.25,0.6231644389761607
20180124T,0,0,0,0,0,0.25,0.5765188841041405
20180125T,0,0,0,0,0,0.25,0.5357040235911229
20180126T,0,0,0,0,0,0.25,0.4999910206422325
20180127T,0,0,0,0,0,0.25,0.46874214306195344
20180128T,0,0,0,0,0,0.25,0.4413993751792093
20180129T,0,0,0,0,0,0.25,0.4174744532818081
20180130T,0,0,0,0,0,0,0.36529014662158205
20180131T,0,0,0,0,0,0,0.3196288782938843
20180201T,0,0,0,0,0,0,0.27967526850714874
20180202T,0,0,0,0,0,0,0.24471585994375514
20180203T,0,0,0,0,0,0,0.21412637745078572
20180204T,0,0,0,0,0,0,0.1873605802694375
20180205T,0,0,0,0,0,0,0.1639405077357578
20180206T,0,0,0,0,0,0,0.14344794426878807
20180207T,0,0,0,0,0,0,0.12551695123518955
20180208T,0,0,0,0,0,0,0.10982733233079085
20180209T,0,0,0,0,0,0,0.09609891578944199
20180210T,0,0,0,0,0,0,0.08408655131576175
20180211T,0,0,0,0,0,0,0.07357573240129152
20180212T,0,0,0,0,0,0,0.06437876585113007
20180213T,0,0,0,0,0,0,0.056331420119738816
20180214T,0,0,0,0,0,0,0.04928999260477146
20180215T,0,0,0,0,0,0,0.04312874352917503
20180216T,0,0,0,0,0,0,0.037737650588028145
20180217T,0,0,0,0,0,0,0.03302044426452462
20180218T,0,0,0,0,0,0,0.02889288873145904
20180219T,0,0,0,0,0,0,0.025281277640026658
20180220T,0,0,0,0,0,0,0.022121117935023325
20180221T,0,0,0,0,0,0,0.019355978193145405
20180222T,0,0,0,0,0,0,0.01693648091900223
20180223T,0,0,0,0,0,0,0.014819420804126949
20180224T,0,0,0,0,0,0,0.012966993203611079
20180225T,0,0,0,0,0,0,0.011346119053159694
20180226T,0,0,0,0,0,0,0.009927854171514733
20180227T,0,0,0,0,0,0,0.00868687240007539
20180228T,0,0,0,0,0,0,0.007601013350065965
20180301T,0,0,0,0,0,0,0.0066508866813077185
20180302T,0,0,0,0,0,0,0.0058195258461442535
20180303T,0,0,0,0,0,0,0.005092085115376222
20180304T,0,0,0,0,0,0,0.004455574475954194
20180305T,0,0,0,0,0,0,0.0038986276664599194
20180306T,0,0,0,0,0,0,0.003411299208152429
20180307T,0,0,0,0,0,0,0.0029848868071333753
20180308T,0,0,0,0,0,0,0.002611775956241703
20180309T,0,0,0,0,0,0,0.00228530396171149
20180310T,0,0,0,0,0,0,0.001999640966497554
20180311T,0,0,0,0,0,0,0.0017496858456853596
20180312T,0,0,0,0,0,0,0.0015309751149746894
20180313T,0,0,0,0,0,0,0.0013396032256028532
20180314T,0,0,0,0,0,0,0.0011721528224024965
20180315T,0,0,0,0,0,0,0.0010256337196021842
20180316T,0,0,0,0,0,0,0.0008974295046519112
20180317T,0,0,0,0,0,0,0.0007852508165704222
20180318T,0,0,0,0,0,0,0.0006870944644991194
20180319T,0,0,0,0,0,0,0.0006012076564367294
20180320T,0,0,0,0,0,0,0.0005260566993821381
20180321T,0,0,0,0,0,0,0.0004602996119593709
20180322T,0,0,0,0,0,0,0.0004027621604644495
20180323T,0,0,0,0,0,0,0.0003524168904063933
20180324T,0,0,0,0,0,0,0.00030836477910559416
20180325T,0,0,0,0,0,0,0.00026981918171739485
20180326T,0,0,0,0,0,0,0.00023609178400272048
20180327T,0,0,0,0,0,0,0.0002065803110023804
20180328T,0,0,0,0,0,0,0.00018075777212708282
20180329T,0,0,0,0,0,0,0.00015816305061119745
20180330T,0,0,0,0,0,0,0.00013839266928479776
20180331T,0,0,0,0,0,0,0.00012109358562419803
20180401T,0,0,0,-0.75,0,0,-0.031144043112578842
20180402T,0,0,0,-0.75,0,0,-0.0585010377235065
20180403T,0,0,0,-0.75,0,0,-0.0824384080080682
20180404T,0,0,0,-0.75,0,0,-0.10338360700705969
20180405T,0,0,0,-0.75,0,0,-0.12171065613117724
20180406T,0,0,0,-0.75,0,0,-0.13774682411478006
20180407T,0,0,0,-0.75,0,0,-0.15177847110043255
20180408T,0,0,0,-0.75,0,0,-0.1640561622128785
20180409T,0,0,0,-0.75,0,0,-0.1747991419362687
20180410T,0,0,0,-0.75,0,0,-0.1841992491942351
20180411T,0,0,0,-0.75,0,0,-0.19242434304495573
20180412T,0,0,0,-0.75,0,0,-0.19962130016433627
20180413T,0,0,0,-0.75,0,0,-0.20591863764379423
20180414T,0,0,0,-0.75,0,0,-0.21142880793831995
20180415T,0,0,0,-0.75,0,0,-0.21625020694602995
20180416T,0,0,0,-0.75,0,0,-0.2204689310777762
20180417T,0,0,0,-0.75,0,0,-0.2241603146930542
20180418T,0,0,0,-0.75,0,0,-0.22739027535642242
20180419T,0,0,0,0,0,0,-0.1989664909368696
20180420T,0,0,0,0,0,0,-0.1740956795697609
20180421T,0,0,0,0,0,0,-0.15233371962354078
20180422T,0,0,0,0,0,0,-0.13329200467059818
20180423T,0,0,0,0,0,0,-0.1166305040867734
20180424T,0,0,0,0,0,0,-0.10205169107592672
20180425T,0,0,0,0,0,0,-0.08929522969143588
20180426T,0,0,0,0,0,0,-0.0781333259800064
20180427T,0,0,0,0,0,0,-0.0683666602325056
20180428T,0,0,0,0,0,0,-0.059820827703442395
20180429T,0,0,0,0,0,0,-0.05234322424051209
20180430T,0,0,0,0,0,0,-0.045800321210448074
20180501T,0,0,0,0,0,0,-0.040075281059142064
20180502T,0,0,0,0,0,0,-0.0350658709267493
20180503T,0,0,0,0,0,0,-0.030682637060905637
20180504T,0,0,0,0,0,0,-0.02684730742829243
20180505T,0,0,0,0,0,0,-0.023491393999755875
20180506T,0,0,0,0,0,0,-0.02055496974978639
20180507T,0,0,0,0,0,0,-0.017985598531063088
20180508T,0,0,0,0,0,0,-0.0157373987146802
20180509T,0,0,0,0,0,0,-0.013770223875345175
20180510T,0,0,0,0,0,0,-0.012048945890927027
20180511T,0,0,0,0,0,0,-0.010542827654561148
20180512T,0,0,0,0,0,0,-0.009224974197741003
20180513T,0,0,0,0,0,0,-0.008071852423023378
20180514T,0,0,0,0,0,0,-0.007062870870145455
20180515T,0,0,0,0,0,0,-0.006180012011377273
20180516T,0,0,0,0,0,0,-0.005407510509955114
20180517T,0,0,0,0,0,0,-0.004731571696210724
20180518T,0,0,0,0,0,0,-0.004140125234184383
20180519T,0,0,0,0,0,0,-0.0036226095799113353
20180520T,0,0,0,0,0,0,-0.003169783382422418
20180521T,0,0,0,0,0,0,-0.002773560459619616
20180522T,0,0,0,0,0,0,-0.0024268654021671636
20180523T,0,0,0,0,0,0,-0.002123507226896268
20180524T,0,0,0,0,0,0,-0.0018580688235342343
20180525T,0,0,0,0,0,0,-0.0016258102205924548
20180526T,0,0,0,0,0,0,-0.0014225839430183978
20180527T,0,0,0,0,0,0,-0.001244760950141098
20180528T,0,0,0,0,0,0,-0.0010891658313734608
20180529T,0,0,0,0,0,0,-0.0009530201024517781
20180530T,0,0,0,0,0,0,-0.0008338925896453058
20180531T,0,0,0,0,0,0,-0.0007296560159396426
20180601T,0,0,0,0,0,0,-0.0006384490139471873
20180602T,0,0,0,0,0,0,-0.0005586428872037888
20180603T,0,0,0,0,0,0,-0.0004888125263033151
20180604T,0,0,0,0,0,0,-0.0004277109605154007
20180605T,0,0,0,0,0,0,-0.00037424709045097556
20180606T,0,0,0,0,0,0,-0.0003274662041446036
20180607T,0,0,0,0,0,0,-0.00028653292862652815
20180608T,0,0,0,0,0,0,-0.0002507163125482121
20180609T,0,0,0,0,0,0,-0.00021937677347968557
20180610T,0,0,0,0,0,0,-0.00019195467679472485
20180611T,0,0,0,0,0,0,-0.00016796034219538424
20180612T,0,0,0,0,0,0,-0.00014696529942096118
20180613T,0,0,0,-0.75,0,-0.25,-0.06262859463699337
20180614T,0,0,0,-0.75,0,0,-0.0860500203073692
20180615T,0,0,0,-0.75,0,-0.25,-0.13779376776894808
20180616T,0,0,0,-0.75,0,-0.25,-0.18306954679782958
20180617T,0,0,0,-0.75,0,-0.25,-0.2226858534481009
20180618T,0,0,0,-0.75,0,0,-0.2261001217670883
20180619T,0,0,0,-0.75,0,0,-0.22908760654620228
20180620T,0,0,0,-0.75,0,0,-0.231701655727927
20180621T,0,0,0,-0.75,0,0,-0.23398894876193613
20180622T,0,0,0,-0.75,0,-0.25,-0.26724033016669413
20180623T,0,0,0,-0.75,0,-0.25,-0.29633528889585736
20180624T,0,0,0,-0.75,0,-0.25,-0.32179337778387523
20180625T,0,0,0,-0.75,0,-0.25,-0.3440692055608909
20180626T,0,0,0,-0.75,0,-0.25,-0.36356055486577954
20180627T,0,0,0,-0.75,0,-0.25,-0.3806154855075571
20180628T,0,0,0,-0.75,0,-0.25,-0.39553854981911246
20180629T,0,0,0,-0.75,0,-0.25,-0.4085962310917234
20180630T,0,0,0,-0.75,0,-0.25,-0.4200217022052579
20180701T,0,0,0,-0.75,0,-0.25,-0.43001898942960065
20180702T,0,0,0,-0.75,0,-0.25,-0.4387666157509006
20180703T,0,0,0,-0.75,0,-0.25,-0.44642078878203806
20180704T,0,0,0,-0.75,0,-0.25,-0.45311819018428334
20180705T,0,0,0,-0.75,0,-0.25,-0.4589784164112479
20180706T,0,0,0,-0.75,0,-0.25,-0.46410611435984195
20180707T,0,0,0,-0.75,0,-0.25,-0.46859285006486173
20180708T,0,0,0,-0.75,0,-0.25,-0.472518743806754
20180709T,0,0,0,-0.75,0,-0.25,-0.47595390083090977
20180710T,0,0,0,-0.75,0,-0.25,-0.4789596632270461
20180711T,0,0,0,-0.75,0,-0.25,-0.48158970532366535
20180712T,0,0,0,-0.75,0,-0.25,-0.4838909921582072
20180713T,0,0,0,-0.75,0,-0.25,-0.4859046181384313
20180714T,0,0,0,-0.75,0,-0.25,-0.4876665408711274
20180715T,0,0,0,-0.75,0,-0.25,-0.48920822326223645
20180716T,0,0,0,-0.75,0,-0.25,-0.4905571953544569
20180717T,0,0,0,-0.75,0,0,-0.4604875459351498
20180718T,0,0,0,-0.75,0,0,-0.43417660269325603
20180719T,0,0,0,-0.75,0,0,-0.411154527356599
20180720T,0,0,0,-0.75,0,0,-0.39101021143702414
20180721T,0,0,0,-0.75,0,0,-0.3733839350073961
20180722T,0,0,0,-0.75,0,0,-0.3579609431314716
20180723T,0,0,0,-0.75,0,0,-0.34446582524003766
20180724T,0,0,0,0,0,0,-0.3014075970850329
20180725T,0,0,0,0,0,0,-0.26373164744940375
20180726T,0,0,0,0,0,0,-0.23076519151822827
20180727T,0,0,0,0,0,0,-0.2019195425784497
20180728T,0,0,0,0,0,0,-0.1766795997561435
20180729T,0,0,0,0,0,0,-0.15459464978662554
20180730T,0,0,0,0,0,0,-0.13527031856329733
20180731T,0,0,0,0,0,0,-0.11836152874288515
20180801T,0,0,0,0,0,-0.25,-0.13481633765002451
20180802T,0,0,0,0,0,-0.25,-0.14921429544377146
20180803T,0,0,0,0,0,-0.25,-0.16181250851330004
20180804T,0,0,0,0,0,-0.25,-0.17283594494913754
20180805T,0,0,0,0,0,-0.25,-0.18248145183049536
20180806T,0,0,0,0,0,-0.25,-0.19092127035168344
20180807T,0,0,0,0,0,-0.25,-0.198306111557723
20180808T,0,0,0,0,0,-0.25,-0.20476784761300762
20180809T,0,0,0,-0.75,0,-0.25,-0.24167186666138168
20180810T,0,0,0,-0.75,0,-0.25,-0.273962883328709
20180811T,0,0,0,-0.75,0,-0.25,-0.3022175229126204
20180812T,0,0,0,-0.75,0,-0.25,-0.3269403325485429
20180813T,0,0,0,-0.75,0,-0.25,-0.34857279097997507
20180814T,0,0,0,-0.75,0,-0.25,-0.36750119210747817
20180815T,0,0,0,-0.75,0,-0.25,-0.3840635430940434
20180816T,0,0,0,-0.75,0,-0.25,-0.398555600207288
20180817T,0,0,0,-0.75,0,-0.25,-0.411236150181377
20180818T,0,0,0,-0.75,0,-0.25,-0.42233163140870483
20180819T,0,0,0,-0.75,0,-0.25,-0.4320401774826167
20180820T,0,0,0,-0.75,0,-0.25,-0.44053515529728965
20180821T,0,0,0,-0.75,0,-0.25,-0.4479682608851285
20180822T,0,0,0,-0.75,0,-0.25,-0.45447222827448747
20180823T,0,0,0,0,0,-0.25,-0.4289131997401765
20180824T,0,0,0,0,0,-0.25,-0.40654904977265444
20180825T,0,0,0,0,0,-0.25,-0.3869804185510726
20180826T,0,0,0,0,0,-0.25,-0.3698578662321885
20180827T,0,0,0,0,0,-0.25,-0.354875632953165
20180828T,0,0,0,0,0,-0.25,-0.3417661788340194
20180829T,0,0,0,0,0,-0.25,-0.33029540647976696
20180830T,0,0,0,0,0,-0.25,-0.3202584806697961
20180831T,0,0,0,0,0,-0.25,-0.3114761705860716
20180901T,0,0,0,0,0,-0.25,-0.3037916492628126
20180902T,0,0,0,0,0,-0.25,-0.297067693104961
20180903T,0,0,0,0,0,-0.25,-0.29118423146684086
20180904T,0,0,0,0,0,-0.25,-0.2860362025334857
20180905T,0,0,0,0,0,-0.25,-0.2815316772168
20180906T,0,0,0,0,0,-0.25,-0.2775902175647
20180907T,0,0,0,0,0,-0.25,-0.2741414403691125
20180908T,0,0,0,0,0,-0.25,-0.2711237603229734
20180909T,0,0,0,0,0,-0.25,-0.26848329028260176
20180910T,0,0,0,0,0,-0.25,-0.26617287899727654
20180911T,0,0,0,0,0,-0.25,-0.264151269122617
20180912T,0,0,0,0,0,-0.25,-0.26238236048228986
20180913T,0,0,0,0,0,-0.25,-0.2608345654220036
20180914T,0,0,0,0,0,-0.25,-0.25948024474425313
20180915T,0,0,0,0,0,-0.25,-0.2582952141512215
20180916T,0,0,0,0,0,-0.25,-0.2572583123823188
20180917T,0,0,0,0,0,-0.25,-0.2563510233345289
20180918T,0,0,0,0,0,-0.25,-0.2555571454177128
20180919T,0,0,0,0,0,-0.25,-0.25486250224049867
20180920T,0,0,0,0,0,-0.25,-0.25425468946043633
20180921T,0,0,0,0,0,-0.25,-0.2537228532778818
20180922T,0,0,0,0,0,-0.25,-0.25325749661814656
20180923T,0,0,0,0,0,-0.25,-0.2528503095408782
20180924T,0,0,0,0,0,-0.25,-0.25249402084826844
20180925T,0,0,0,0,0,-0.25,-0.2521822682422349
20180926T,0,0,0,0,0,-0.25,-0.2519094847119555
20180927T,0,0,0,0,0,-0.25,-0.2516707991229611
20180928T,0,0,0,0,0,-0.25,-0.2514619492325909
20180929T,0,0,0,0,0,-0.25,-0.251279205578517
20180930T,0,0,0,0,0,-0.25,-0.2511193048812024
20181001T,0,0,0,0,0,-0.25,-0.2509793917710521
20181002T,0,0,0,0,0,-0.25,-0.2508569677996706
20181003T,0,0,0,0,0,-0.25,-0.2507498468247118
20181004T,0,0,0,0,0,-0.25,-0.25065611597162285
20181005T,0,0,0,0,0,-0.25,-0.25057410147517
20181006T,0,0,0,0,0,-0.25,-0.25050233879077377
20181007T,0,0,0,0,0,-0.25,-0.250439546441927
20181008T,0,0,0,0,0,-0.25,-0.2503846031366861
20181009T,0,0,0,0,0,-0.25,-0.25033652774460036
20181010T,0,0,0,0,0,-0.25,-0.2502944617765253
20181011T,0,0,0,-0.75,0,-0.25,-0.28150765405445966
20181012T,0,0,0,-0.75,0,-0.25,-0.30881919729765217
20181013T,0,0,0,-0.75,0,-0.25,-0.3327167976354457
20181014T,0,0,0,-0.75,-0.5,-0.25,-0.384877197931015
20181015T,0,0,0,-0.75,0,-0.25,-0.3992675481896381
20181016T,0,0,0,-0.75,0,-0.25,-0.41185910466593334
20181017T,0,0,0,-0.75,0,-0.25,-0.42287671658269166
20181018T,0,0,0,-0.75,0,-0.25,-0.4325171270098552
20181019T,0,0,0,-0.75,0,-0.25,-0.4409524861336233
20181020T,0,0,0,-0.75,0,-0.25,-0.44833342536692045
20181021T,0,0,0,-0.75,0,-0.25,-0.4547917471960554
20181022T,0,0,0,-0.75,0,-0.25,-0.4604427787965485
20181023T,0,0,0,-0.75,0,-0.25,-0.46538743144697997
20181024T,0,0,0,-0.75,0,-0.25,-0.4697140025161075
20181025T,0,0,0,-0.75,0,-0.25,-0.47349975220159407
20181026T,0,0,0,-0.75,0,-0.25,-0.47681228317639485
20181027T,0,0,0,-0.75,0,-0.25,-0.4797107477793455
20181028T,0,0,0,-0.75,0,-0.25,-0.48224690430692735
20181029T,0,0,0,-0.75,0,-0.25,-0.48446604126856146
20181030T,0,0,0,-0.75,0,-0.25,-0.4864077861099913
20181031T,0,0,0,-0.75,0,-0.25,-0.4881068128462424
20181101T,0,0,0,-0.75,0,-0.25,-0.4895934612404621
20181102T,0,0,0,-0.75,0,-0.25,-0.49089427858540435
20181103T,0,0,0,-0.75,0,-0.25,-0.4920324937622288
20181104T,0,0,0,-0.75,0,-0.25,-0.4930284320419502
20181105T,0,0,0,-0.75,0,-0.25,-0.49389987803670643
20181106T,0,0,0,-0.75,0,-0.25,-0.49466239328211814
20181107T,0,0,0,-0.75,0,-0.25,-0.4953295941218534
20181108T,0,0,0,-0.75,-0.5,-0.25,-0.5271633948566217
20181109T,0,0,0,-0.75,-0.5,-0.25,-0.5550179704995439
20181110T,0,0,0,0,-0.5,-0.25,-0.5481407241871009
20181111T,0,0,0,0,0,-0.25,-0.5108731336637133
20181112T,0,0,0,0,0,-0.25,-0.47826399195574915
20181113T,0,0,0,0,-0.5,-0.25,-0.4809809929612805
20181114T,0,0,0,-0.75,-0.5,-0.25,-0.5146083688411205
20181115T,0,0,0,-0.75,-0.5,-0.25,-0.5440323227359805
20181116T,0,0,0,-0.75,-0.5,-0.25,-0.5697782823939829
20181117T,0,0,0,-0.75,-0.5,-0.25,-0.592305997094735
20181118T,0,0,0,-0.75,-0.5,-0.25,-0.6120177474578931
20181119T,0,0,0,-0.75,-0.5,-0.25,-0.6292655290256565
20181120T,0,0,-1,-0.75,-0.5,-0.25,-0.6756073378974494
20181121T,0,0,0,-0.75,-0.5,-0.25,-0.6849064206602683
20181122T,0,4303.61554850964,-1,-0.75,-0.5,-0.25,-0.7242931180777348
20181123T,0,4289.89285330216,-1,-0.75,-0.5,-0.25,-0.758756478318018
20181124T,0,3806.31692489772,-1,-0.75,-0.5,-0.25,-0.7889119185282657
20181125T,0,3946.85087434249,-1,-0.75,-0.5,-0.25,-0.8152979287122325
20181126T,0,3700.28599269433,-1,-0.75,-0.5,-0.25,-0.8383856876232034
20181127T,0,3776.55590531853,-1,-0.75,-0.5,-0.25,-0.858587476670303
20181128T,0,4208.47526914085,-1,-0.75,-0.5,-0.25,-0.8762640420865152
20181129T,0,4239.03948831093,-1,-0.75,-0.5,-0.25,-0.8917310368257009
20181130T,0,3973.33405230859,-1,-0.75,-0.5,-0.25,-0.9052646572224883
20181201T,0,4148.07372559906,-1,-0.75,-0.5,-0.25,-0.9171065750696773
20181202T,0,4098.74676388077,-1,-0.75,-0.5,-0.25,-0.9274682531859677
20181203T,0,3843.9766659848,-1,-0.75,-0.5,-0.25,-0.9365347215377218
20181204T,0,3892.95164699006,-1,-0.75,-0.5,-0.25,-0.9444678813455066
20181205T,0,3709.52085827002,-1,-0.75,-0.5,-0.25,-0.9514093961773183
20181206T,0,3511.96898158971,-1,-0.75,-0.5,-0.25,-0.9574832216551535
20181207T,0,3372.99569257744,-1,-0.75,-0.5,-0.25,-0.9627978189482593
20181208T,0,3407.95119462303,-1,-0.75,-0.5,-0.25,-0.9674480915797269
20181209T,0,3540.43957597896,-1,-0.75,-0.5,-0.25,-0.971517080132261
20181210T,0,3413.59258416131,-1,-0.75,-0.5,-0.25,-0.9750774451157284
20181211T,0,3352.56420017534,-1,-0.75,-0.5,-0.25,-0.9781927644762624
20181212T,0,3423.01291788428,-1,-0.75,-0.5,-0.25,-0.9809186689167295
20181213T,0,3260.34158240795,-1,-0.75,-0.5,-0.25,-0.9833038353021384
20181214T,0,3198.94747369959,-1,-0.75,-0.5,-0.25,-0.9853908558893711
20181215T,0,3185.07404383402,-1,-0.75,-0.5,-0.25,-0.9872169989031998
20181216T,0,3195.41455523086,-1,-0.75,-0.5,-0.25,-0.9888148740402999
20181217T,0,3499.15648188194,-1,-0.75,-0.5,-0.25,-0.9902130147852624
20181218T,0,3659.52737931035,-1,-0.75,-0.5,-0.25,-0.9914363879371045
20181219T,0,3697.72530333139,-1,-0.75,-0.5,-0.25,-0.9925068394449664
20181220T,0,4067.73770777323,-1,-0.75,-0.5,-0.25,-0.9934434845143456
20181221T,0,3839.08510841613,-1,-0.75,-0.5,-0.25,-0.9942630489500525
20181222T,0,3964.94611630625,-1,-0.75,-0.5,-0.25,-0.994980167831296
20181223T,0,3942.66699590883,-1,-0.75,-0.5,-0.25,-0.995607646852384
20181224T,0,4040.04578959673,-1,-0.75,-0.5,-0.25,-0.996156690995836
20181225T,0,3761.58401081239,-1,-0.75,-0.5,-0.25,-0.9966371046213566
20181226T,0,3807.65745353594,-1,-0.75,-0.5,-0.25,-0.997057466543687
20181227T,0,3585.46053594389,-1,-0.75,-0.5,-0.25,-0.9974252832257261
20181228T,0,3881.05488486265,-1,-0.75,-0.5,-0.25,-0.9977471228225103
20181229T,0,3823.13832612507,-1,-0.75,-0.5,-0.25,-0.9980287324696966
20181230T,0,3825.4074628872,-1,-0.75,-0.5,-0.25,-0.9982751409109846
20181231T,0,3687.19994009351,-1,-0.75,-0.5,-0.25,-0.9984907482971115
20190101T,0,3808.11783167738,-1,-0.75,-0.5,-0.25,-0.9986794047599725
20190102T,0,3898.1974880187,-1,-0.75,-0.5,-0.25,-0.998844479164976
20190103T,0,3784.38863471654,-1,-0.75,-0.5,-0.25,-0.998988919269354
20190104T,0,3827.52459438925,-1,-0.75,-0.5,-0.25,-0.9991153043606847
20190105T,0,3798.61395499708,-1,-0.75,-0.5,-0.25,-0.9992258913155991
20190106T,0,4045.99377498539,-1,-0.75,-0.5,-0.25,-0.9993226549011492
20190107T,0,4001.01827819988,-1,-0.75,-0.5,-0.25,-0.9994073230385055
20190108T,0,3992.6227893045,-1,-0.75,-0.5,-0.25,-0.9994814076586923
20190109T,0,4004.25903565167,-1,-0.75,-0.5,-0.25,-0.9995462317013558
20190110T,0,3627.90345002922,-1,-0.75,-0.5,-0.25,-0.9996029527386864
20190111T,0,3624.16142109877,-1,-0.75,-0.5,-0.25,-0.9996525836463506
20190112T,0,3617.02207831677,-1,-0.75,-0.5,-0.25,-0.9996960106905568
20190113T,0,3508.6701081239,-1,-0.75,-0.5,-0.25,-0.9997340093542372
20190114T,0,3666.94519374635,-1,-0.75,-0.5,-0.25,-0.9997672581849575
20190115T,0,3581.29301548802,-1,-0.75,-0.5,-0.25,-0.9997963509118378
20190116T,0,3606.98657568673,-1,-0.75,-0.5,-0.25,-0.9998218070478581
20190117T,0,3640.12913062536,-1,-0.75,-0.5,-0.25,-0.9998440811668758
20190118T,0,3609.42673611923,-1,-0.75,-0.5,-0.25,-0.9998635710210164
20190119T,0,3687.30196113384,-1,-0.75,-0.5,-0.25,-0.9998806246433893
